query_idx,anchor_idx,status,n_matches,n_inliers,n_overlapping,median_depth,x_error,y_error,z_error,pos_error,rot_error,distance_anchor_query,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
7705,590,OK,1420,1420,388,11.121889189693828,0.01064840209559411,0.00819552235326554,0.09965026953765876,0.10055213211444286,0.004689375525255391,0.9370363919187852,12.956658740919163,2.644760217462203,-0.5662233122971214,-0.4946491590046126,0.49783637446069107,-0.49182410059025783,0.515354448742269
8005,1020,OK,810,810,238,19.320547293076324,0.034673388295273,0.11857324672602461,0.11472321704437327,0.1685920378429416,0.01118307316294587,5.567818573905275,153.86617606356603,2.176597060560733,1.3040104312497627,-0.5437189927268353,0.42914119911934895,-0.4146060008314021,0.5901773904862117
18484,12033,OK,736,736,193,22.1847527248996,0.05100039699347523,0.066177600764009,0.033684539110658385,0.09008420234131019,0.004029185589867173,5.9270896854067106,160.82191786753688,283.72297326846484,13.96512462368386,-0.6993634110558651,-0.07548087974241442,0.042529256064943365,0.7094961017850477
2344,680,OK,1516,1516,438,11.784238516331452,0.0012304341204910502,0.001720662517019099,0.08662782660958268,0.08665364960994006,0.00045592314837507406,0.777524867313988,32.60454593136806,2.524224869357435,-0.41563103182937067,-0.49830811551377285,0.4938824203270068,-0.49175729250868816,0.5156975297299522
7785,720,OK,817,817,173,23.440872738377763,0.06969063790091233,0.07279416367989285,0.05066202514009355,0.11279368806891005,0.0005259029114018452,5.860744811772319,51.02475662351419,2.465554291704889,-0.03011946106408306,-0.4957626473582131,0.487267338552965,-0.48236704582739864,0.5330215486860117
14598,13350,OK,1158,1158,384,10.145785922777517,0.008651599442130758,0.046570559492076814,0.018402168524223494,0.05081640474006465,0.0038503212278552133,2.5620724884402915,163.28155403287772,446.55499614417704,23.252385854835044,-0.6932799581643315,0.0301017724346108,-0.05657048031505174,0.7178137388354182
2584,970,OK,1609,1609,563,14.836871504726078,0.043096642681875075,0.015664382215227195,0.030846577398829733,0.05526486060650054,0.004691193237521618,1.197336718401303,135.772278943282,0.3904670699710766,0.7239558694100785,-0.4901282654979718,0.4999312079281499,-0.49038906835869167,0.519000609184368
18004,11833,OK,772,772,197,13.124810395468133,0.03683092606084121,0.04967815666388377,0.01634809720893493,0.06396637121467277,0.0028348461488470543,3.5128083524227205,162.46647370038437,257.0577340129204,12.746624336583023,-0.695700914297696,-0.022533590462974505,-0.0046928775907155865,0.7179627093701423
17644,11463,OK,1848,1848,639,10.270446631456167,0.01497701349381804,0.02167232324097354,0.007285355172560015,0.027332708022543183,0.0030520578864315757,1.599108163756084,161.18282029615682,143.34968986464688,8.253249796219766,-0.701902522808485,-0.016035567739444367,-0.007916929436167739,0.71204847536573
4734,11633,OK,1411,1411,514,9.320220604224385,0.010342333496546563,0.04061258139433645,0.07369453496200684,0.08477753306703281,0.004361599845219971,3.8290224883731443,161.88247157620307,191.86708319655148,9.968338372108757,-0.6784056204618957,-0.025176020675219162,-0.015517093867810404,0.7340920936139887
4450,1340,OK,879,879,203,14.327321933911891,0.003261545950895367,0.009932382417155577,0.06983900288656653,0.07061711001351068,0.0067121426876947795,3.746765195338256,160.4882178169143,88.65665386860434,6.459219138451193,-0.6867474303867559,-0.01643668915374581,-0.005677281032122106,0.7266880834215829
4974,11833,OK,807,807,230,12.267696677994186,0.024483422666464895,0.04094577804990799,0.0353170427298628,0.05935729300397761,0.0017606038319619734,3.4690299747082727,162.50831727976183,257.07038314361256,12.745611500117462,-0.6940659764214357,-0.023542426135643963,-0.005962475772672931,0.7195016493577112
4954,11863,OK,1513,1513,443,8.298270825961913,0.009293622839689375,0.06942089345777006,0.07869155802146732,0.1053470131413673,0.0035934890201568767,4.904523693088372,162.494943487044,255.5294213721826,12.58943361128168,-0.6956856357741431,-0.025759663794052052,-0.006160522872303846,0.7178579134178878
4430,1330,OK,1589,1589,425,8.184136192617983,0.006289031843710269,0.015015210855515554,0.03135213688914562,0.035326547610579205,0.003045696734736275,1.613399017718398,160.33694711454814,79.9340879925153,5.849707844540454,-0.677907949498685,-0.025085936742018165,-0.015747413987598217,0.7345498803600522
5154,11853,OK,771,771,171,25.485982703319333,0.03212953125714468,0.051947250535657984,0.045189226484182665,0.07597953545038962,0.0006988257160838137,3.647388884590222,162.52751132931667,262.07775400821805,12.955461004216426,-0.6897850010024128,-0.015632284351374915,-0.00152586710822403,0.7238438752988293
14478,13150,OK,947,947,280,13.978176859420165,0.009838686280759373,0.05494684245085609,0.0074736675919666595,0.05631883299861261,0.0007473834008478723,3.182590114596722,162.51594920140505,417.71436756714166,21.476939038094926,-0.6816580721852453,-0.0025789196269182728,0.00469704744266702,0.7316512554103726
18084,11853,OK,1387,1387,426,7.997399116750156,0.007725752582777523,0.0011118630388487582,0.0803127060201484,0.08069110385083496,0.0024011099318034185,0.6693223972458742,162.47642729690224,259.03034413353237,12.776942758307651,-0.68962370045484,-0.020116644392314722,-0.005033894361549057,0.7238709362150985
14638,13420,OK,1296,1296,308,4.658453778140689,0.05903767038662744,0.002494287486508975,0.09107365273253598,0.1085637057989086,0.009079522076984274,0.8987527598377653,166.1343715291539,450.52287190747035,23.48470797397338,-0.6181771369868494,0.27772775091510093,-0.302983083323751,0.6700190854729549
15018,13800,OK,1644,1644,542,10.0521278286418,0.027240552901482307,0.05107244252188723,0.07759738661330484,0.096808039525365,0.001464783407690824,4.655973095758373,268.91524113480153,418.6283209279991,23.29217468647536,-0.16950056595791857,0.702131869141475,-0.6687165956721544,0.17634769958377225
17444,1210,OK,844,844,256,14.423815425437958,0.02955182676893764,0.07125814020073251,0.12371529673669812,0.14579611674148876,0.00502234117877554,4.302475224753717,159.6930104378972,39.626330206785816,3.3315150457115257,-0.6861953087238011,-0.023457380134948906,-0.01584026547407891,0.7268664496263137
17944,11803,OK,924,924,307,11.652951725293109,0.0012563451980197593,0.01875252308791305,0.0032598486430424067,0.019075170735666946,0.0020318328575478686,1.9871266757446426,162.28886234952444,246.57630459260957,12.392662865370957,-0.6946197788280328,-0.025893046262962773,-0.017416436032649786,0.7186999240100415
2624,1050,OK,1381,1381,457,9.761734242852974,0.186741375201686,0.11268787527265747,0.422380393048039,0.47536942989331865,0.004423121329388425,5.047800171940674,149.161342031041,0.07877628355792288,0.8449547422320772,-0.4732560928070031,0.5168119711015405,-0.5119239837075835,0.49685802001391455
