anchor_idx,query_idx,num_matches,num_inliers
4160,5140,784,657
4160,5160,1154,1142
4160,5180,1393,1180
4170,5000,31,21
4170,5020,36,13
4170,5040,45,30
4170,5060,409,330
4170,5080,403,374
4170,5100,453,396
4170,5120,550,518
4170,5140,693,638
4170,5160,954,904
4170,5180,1714,1584
4180,5000,15,10
4180,5020,43,17
4180,5040,44,24
4180,5060,381,311
4180,5080,372,317
4180,5100,410,337
4180,5120,478,456
4180,5140,603,531
4180,5160,816,711
4180,5180,1216,1143
4190,5000,47,17
4190,5020,39,16
4190,5040,9,7
4190,5060,271,195
4190,5080,309,283
4190,5100,382,337
4190,5120,434,362
4190,5140,540,438
4190,5160,610,522
4190,5180,867,785
8000,8700,464,409
8000,8720,894,844
8000,8740,907,862
8000,8760,764,668
8000,8780,732,571
8000,8800,666,573
8000,8820,605,521
8000,8840,527,431
8000,8860,462,408
8000,8880,391,327
8000,8900,394,317
8000,8920,380,329
8000,8940,402,324
8000,8960,421,329
8000,8980,400,324
8000,9000,347,299
8000,9020,310,252
8000,9040,278,214
8000,9060,167,144
8000,9080,152,87
8000,9100,9,7
8000,9120,57,42
8000,9140,132,38
8000,9160,204,48
8000,9180,160,47
8000,9200,100,34
8000,9220,132,21
8000,9240,127,30
8000,9260,171,42
8000,9280,151,39
8000,9300,243,103
8000,9320,33,21
8000,9340,1,0
8000,9360,12,7
8000,9380,27,14
8000,9400,36,14
8000,9420,7,0
8000,9440,13,7
8000,9460,41,26
8000,9480,83,32
8010,8700,283,262
8010,8720,1072,1066
8010,8740,1010,892
8010,8760,812,786
8010,8780,713,590
8010,8800,685,629
8010,8820,571,519
8010,8840,516,425
8010,8860,444,410
8010,8880,431,358
8010,8900,424,344
8010,8920,369,288
8010,8940,352,304
8010,8960,378,326
8010,8980,362,290
8010,9000,348,279
8010,9020,306,247
8010,9040,255,194
8010,9060,160,135
8010,9080,153,114
8010,9100,27,20
8010,9120,53,45
8010,9140,46,40
8010,9160,71,34
8010,9180,105,30
8010,9200,97,31
8010,9220,66,27
8010,9240,162,28
8010,9260,158,37
8010,9280,223,66
8010,9300,231,68
8010,9320,98,52
8010,9340,120,25
8010,9360,56,16
8010,9380,74,20
8010,9400,87,27
8010,9420,21,13
8010,9440,13,7
8010,9460,85,26
8010,9480,53,21
8020,8700,211,201
8020,8720,1052,1013
8020,8740,1226,1163
8020,8760,910,697
8020,8780,813,682
8020,8800,707,630
8020,8820,575,510
8020,8840,552,447
8020,8860,481,431
8020,8880,443,373
8020,8900,444,364
8020,8920,412,369
8020,8940,357,266
8020,8960,350,290
8020,8980,345,270
8020,9000,317,258
8020,9020,315,274
8020,9040,306,250
8020,9060,147,115
8020,9080,96,70
8020,9100,17,13
8020,9120,53,46
8020,9140,38,29
8020,9160,42,25
8020,9180,37,16
8020,9200,43,16
8020,9220,39,14
8020,9240,108,26
8020,9260,112,25
8020,9280,182,44
8020,9300,224,72
8020,9320,87,48
8020,9340,81,23
8020,9360,69,25
8020,9380,38,12
8020,9400,50,21
8020,9420,24,15
8020,9440,34,15
8020,9460,53,16
8020,9480,87,21
8030,8700,136,116
8030,8720,789,781
8030,8740,1673,1659
8030,8760,1050,937
8030,8780,866,784
8030,8800,732,663
8030,8820,620,578
8030,8840,571,545
8030,8860,525,480
8030,8880,442,380
8030,8900,436,352
8030,8920,394,328
8030,8940,397,329
8030,8960,376,328
8030,8980,371,301
8030,9000,346,315
8030,9020,282,226
8030,9040,261,208
8030,9060,152,141
8030,9080,153,107
8030,9100,34,17
8030,9120,54,44
8030,9140,31,27
8030,9160,41,24
8030,9180,85,28
8030,9200,103,31
8030,9220,142,32
8030,9240,138,27
8030,9260,166,35
8030,9280,214,43
8030,9300,179,36
8030,9320,151,55
8030,9340,35,16
8030,9360,47,15
8030,9380,59,17
8030,9400,80,22
8030,9420,27,12
8030,9440,9,7
8030,9460,29,14
8030,9480,90,33
8040,8700,113,93
8040,8720,684,639
8040,8740,1172,1141
8040,8760,1388,1172
8040,8780,951,793
8040,8800,796,741
8040,8820,688,570
8040,8840,628,541
8040,8860,534,463
8040,8880,482,425
8040,8900,457,357
8040,8920,405,342
8040,8940,383,324
8040,8960,393,312
8040,8980,391,314
8040,9000,361,294
8040,9020,297,255
8040,9040,275,196
8040,9060,186,165
8040,9080,141,116
8040,9100,25,17
8040,9120,45,37
8040,9140,62,20
8040,9160,114,22
8040,9180,105,29
8040,9200,134,30
8040,9220,149,38
8040,9240,140,31
8040,9260,115,25
8040,9280,208,35
8040,9300,146,37
8040,9320,128,66
8040,9340,122,45
8040,9360,143,39
8040,9380,91,28
8040,9400,49,17
8040,9420,43,17
8040,9440,10,7
8040,9460,74,23
8040,9480,61,23
8050,8700,103,97
8050,8720,625,528
8050,8740,971,937
8050,8760,1413,1382
8050,8780,1203,1066
8050,8800,886,845
8050,8820,755,623
8050,8840,645,558
8050,8860,573,458
8050,8880,534,479
8050,8900,509,471
8050,8920,421,358
8050,8940,406,357
8050,8960,408,333
8050,8980,418,339
8050,9000,365,318
8050,9020,315,259
8050,9040,292,224
8050,9060,198,162
8050,9080,123,108
8050,9100,39,28
8050,9120,32,26
8050,9140,89,30
8050,9160,125,36
8050,9180,105,24
8050,9200,107,35
8050,9220,154,54
8050,9240,169,37
8050,9260,169,31
8050,9280,152,38
8050,9300,138,43
8050,9320,41,27
8050,9340,85,22
8050,9360,67,18
8050,9380,67,19
8050,9400,37,14
8050,9420,44,17
8050,9440,22,14
8050,9460,67,23
8050,9480,71,25
8060,8700,109,92
8060,8720,563,438
8060,8740,830,696
8060,8760,1054,978
8060,8780,1881,1782
8060,8800,1024,992
8060,8820,806,716
8060,8840,752,638
8060,8860,670,572
8060,8880,546,454
8060,8900,512,451
8060,8920,491,410
8060,8940,421,351
8060,8960,435,348
8060,8980,416,367
8060,9000,376,344
8060,9020,309,255
8060,9040,303,231
8060,9060,210,178
8060,9080,125,99
8060,9100,51,45
8060,9120,15,11
8060,9140,112,33
8060,9160,136,32
8060,9180,139,30
8060,9200,140,37
8060,9220,164,34
8060,9240,192,42
8060,9260,191,41
8060,9280,150,40
8060,9300,101,30
8060,9320,54,28
8060,9340,77,20
8060,9360,50,16
8060,9380,66,21
8060,9400,59,16
8060,9420,70,26
8060,9440,17,11
8060,9460,62,23
8060,9480,78,22
8070,8700,77,68
8070,8720,553,477
8070,8740,770,642
8070,8760,892,836
8070,8780,1206,1095
8070,8800,1403,1273
8070,8820,972,955
8070,8840,869,751
8070,8860,743,693
8070,8880,622,510
8070,8900,596,526
8070,8920,542,454
8070,8940,493,420
8070,8960,457,412
8070,8980,442,400
8070,9000,399,310
8070,9020,354,332
8070,9040,356,262
8070,9060,191,176
8070,9080,92,73
8070,9100,37,20
8070,9120,4,0
8070,9140,104,35
8070,9160,99,31
8070,9180,94,23
8070,9200,117,31
8070,9220,100,23
8070,9240,172,43
8070,9260,150,37
8070,9280,236,49
8070,9300,146,42
8070,9320,131,35
8070,9340,113,32
8070,9360,74,25
8070,9380,69,18
8070,9400,55,17
8070,9420,19,11
8070,9440,0,0
8070,9460,40,16
8070,9480,77,21
8080,8700,36,31
8080,8720,538,435
8080,8740,708,645
8080,8760,786,721
8080,8780,944,818
8080,8800,1499,1476
8080,8820,1176,1020
8080,8840,1042,811
8080,8860,850,669
8080,8880,712,606
8080,8900,615,511
8080,8920,541,493
8080,8940,520,436
8080,8960,473,434
8080,8980,485,420
8080,9000,428,360
8080,9020,380,317
8080,9040,335,274
8080,9060,203,192
8080,9080,102,93
8080,9100,28,16
8080,9120,64,27
8080,9140,95,30
8080,9160,36,15
8080,9180,67,20
8080,9200,136,33
8080,9220,144,27
8080,9240,205,45
8080,9260,182,54
8080,9280,167,75
8080,9300,141,42
8080,9320,127,39
8080,9340,132,36
8080,9360,95,26
8080,9380,60,19
8080,9400,53,20
8080,9420,51,21
8080,9440,0,0
8080,9460,45,16
8080,9480,38,14
8090,8700,9,7
8090,8720,507,459
8090,8740,617,547
8090,8760,735,644
8090,8780,794,685
8090,8800,1071,959
8090,8820,1781,1678
8090,8840,1107,1010
8090,8860,994,863
8090,8880,794,696
8090,8900,717,553
8090,8920,654,606
8090,8940,566,489
8090,8960,531,455
8090,8980,506,426
8090,9000,451,418
8090,9020,411,325
8090,9040,398,289
8090,9060,203,171
8090,9080,92,77
8090,9100,21,15
8090,9120,38,14
8090,9140,118,34
8090,9160,63,22
8090,9180,65,22
8090,9200,142,38
8090,9220,131,27
8090,9240,177,45
8090,9260,182,44
8090,9280,95,29
8090,9300,85,25
8090,9320,184,46
8090,9340,168,64
8090,9360,171,40
8090,9380,79,29
8090,9400,62,22
8090,9420,25,16
8090,9440,6,0
8090,9460,69,31
8090,9480,101,26
8100,8700,46,35
8100,8720,461,418
8100,8740,580,535
8100,8760,652,587
8100,8780,797,651
8100,8800,937,887
8100,8820,1217,1117
8100,8840,1466,1272
8100,8860,1115,939
8100,8880,865,798
8100,8900,753,678
8100,8920,681,599
8100,8940,612,521
8100,8960,534,454
8100,8980,522,446
8100,9000,478,399
8100,9020,419,357
8100,9040,392,326
8100,9060,231,204
8100,9080,108,96
8100,9100,5,0
8100,9120,18,12
8100,9140,125,34
8100,9160,76,19
8100,9180,105,31
8100,9200,127,28
8100,9220,150,31
8100,9240,130,26
8100,9260,106,25
8100,9280,116,26
8100,9300,135,33
8100,9320,101,27
8100,9340,195,64
8100,9360,128,45
8100,9380,156,37
8100,9400,48,16
8100,9420,32,15
8100,9440,6,0
8100,9460,76,23
8100,9480,129,41
8110,8700,68,32
8110,8720,467,399
8110,8740,536,498
8110,8760,598,578
8110,8780,713,557
8110,8800,830,706
8110,8820,1029,934
8110,8840,1498,1482
8110,8860,1290,1277
8110,8880,991,942
8110,8900,863,747
8110,8920,780,699
8110,8940,689,566
8110,8960,593,482
8110,8980,564,524
8110,9000,540,455
8110,9020,451,369
8110,9040,412,340
8110,9060,238,201
8110,9080,75,61
8110,9100,47,23
8110,9120,42,24
8110,9140,113,32
8110,9160,116,29
8110,9180,137,37
8110,9200,154,35
8110,9220,182,30
8110,9240,199,42
8110,9260,165,37
8110,9280,113,28
8110,9300,143,35
8110,9320,121,28
8110,9340,182,51
8110,9360,191,55
8110,9380,161,52
8110,9400,89,20
8110,9420,45,27
8110,9440,11,8
8110,9460,77,22
8110,9480,124,28
8120,8700,59,34
8120,8720,437,358
8120,8740,487,430
8120,8760,561,475
8120,8780,642,573
8120,8800,776,633
8120,8820,915,841
8120,8840,1104,1016
8120,8860,1717,1587
8120,8880,1221,1182
8120,8900,992,906
8120,8920,869,766
8120,8940,727,597
8120,8960,647,590
8120,8980,577,470
8120,9000,566,483
8120,9020,459,415
8120,9040,425,324
8120,9060,251,212
8120,9080,83,73
8120,9100,51,22
8120,9120,29,15
8120,9140,168,42
8120,9160,136,30
8120,9180,143,29
8120,9200,198,38
8120,9220,229,37
8120,9240,146,33
8120,9260,148,38
8120,9280,231,41
8120,9300,245,78
8120,9320,123,30
8120,9340,228,120
8120,9360,257,76
8120,9380,163,46
8120,9400,97,28
8120,9420,42,18
8120,9440,1,0
8120,9460,85,27
8120,9480,176,40
8130,8700,75,25
8130,8720,370,321
8130,8740,454,372
8130,8760,510,460
8130,8780,564,451
8130,8800,704,594
8130,8820,771,652
8130,8840,908,803
8130,8860,1155,1098
8130,8880,1890,1693
8130,8900,1171,1085
8130,8920,965,924
8130,8940,809,710
8130,8960,735,609
8130,8980,639,584
8130,9000,612,513
8130,9020,509,399
8130,9040,466,395
8130,9060,231,199
8130,9080,37,33
8130,9100,41,23
8130,9120,36,19
8130,9140,138,38
8130,9160,72,22
8130,9180,81,26
8130,9200,109,29
8130,9220,108,28
8130,9240,142,33
8130,9260,89,28
8130,9280,112,29
8130,9300,141,32
8130,9320,81,21
8130,9340,153,82
8130,9360,153,38
8130,9380,159,36
8130,9400,100,37
8130,9420,28,13
8130,9440,1,0
8130,9460,67,27
8130,9480,149,37
8140,8700,176,56
8140,8720,404,342
8140,8740,426,342
8140,8760,497,443
8140,8780,544,442
8140,8800,648,520
8140,8820,730,692
8140,8840,807,749
8140,8860,933,864
8140,8880,1216,1184
8140,8900,1674,1652
8140,8920,1144,1062
8140,8940,924,793
8140,8960,817,667
8140,8980,734,651
8140,9000,698,593
8140,9020,591,551
8140,9040,504,396
8140,9060,256,231
8140,9080,30,30
8140,9100,104,33
8140,9120,11,7
8140,9140,120,30
8140,9160,75,24
8140,9180,61,21
8140,9200,114,29
8140,9220,169,40
8140,9240,81,24
8140,9260,99,28
8140,9280,60,19
8140,9300,148,52
8140,9320,61,19
8140,9340,151,74
8140,9360,175,65
8140,9380,123,25
8140,9400,107,32
8140,9420,93,30
8140,9440,3,0
8140,9460,113,33
8140,9480,113,37
8150,8700,150,37
8150,8720,386,330
8150,8740,417,351
8150,8760,453,393
8150,8780,478,401
8150,8800,594,485
8150,8820,606,511
8150,8840,691,628
8150,8860,821,663
8150,8880,976,836
8150,8900,1307,1280
8150,8920,1572,1451
8150,8940,1086,985
8150,8960,922,791
8150,8980,810,698
8150,9000,726,660
8150,9020,599,551
8150,9040,530,451
8150,9060,281,239
8150,9080,30,15
8150,9100,33,19
8150,9120,24,14
8150,9140,127,31
8150,9160,58,22
8150,9180,106,23
8150,9200,212,47
8150,9220,165,49
8150,9240,39,21
8150,9260,85,23
8150,9280,124,30
8150,9300,203,47
8150,9320,156,38
8150,9340,134,36
8150,9360,104,27
8150,9380,95,28
8150,9400,85,25
8150,9420,86,25
8150,9440,30,16
8150,9460,94,46
8150,9480,152,54
8160,8700,62,26
8160,8720,357,290
8160,8740,368,271
8160,8760,401,366
8160,8780,458,412
8160,8800,523,427
8160,8820,571,488
8160,8840,650,550
8160,8860,736,652
8160,8880,871,771
8160,8900,1011,930
8160,8920,1369,1308
8160,8940,1492,1444
8160,8960,1091,1012
8160,8980,918,779
8160,9000,782,677
8160,9020,652,614
8160,9040,542,491
8160,9060,278,247
8160,9080,61,19
8160,9100,21,12
8160,9120,19,12
8160,9140,126,32
8160,9160,131,36
8160,9180,142,33
8160,9200,138,38
8160,9220,50,25
8160,9240,111,24
8160,9260,154,35
8160,9280,111,27
8160,9300,173,49
8160,9320,71,26
8160,9340,107,26
8160,9360,58,27
8160,9380,120,32
8160,9400,102,34
8160,9420,49,21
8160,9440,19,11
8160,9460,74,40
8160,9480,181,44
8170,8700,59,25
8170,8720,348,281
8170,8740,388,287
8170,8760,416,349
8170,8780,431,369
8170,8800,487,402
8170,8820,531,441
8170,8840,617,521
8170,8860,697,565
8170,8880,771,628
8170,8900,912,772
8170,8920,1066,1030
8170,8940,1501,1464
8170,8960,1384,1287
8170,8980,1068,931
8170,9000,902,829
8170,9020,749,698
8170,9040,610,600
8170,9060,280,240
8170,9080,130,28
8170,9100,31,19
8170,9120,30,15
8170,9140,77,26
8170,9160,69,21
8170,9180,76,23
8170,9200,97,30
8170,9220,53,20
8170,9240,81,27
8170,9260,41,24
8170,9280,105,30
8170,9300,145,31
8170,9320,112,18
8170,9340,143,32
8170,9360,82,22
8170,9380,123,29
8170,9400,51,23
8170,9420,121,66
8170,9440,54,19
8170,9460,127,35
8170,9480,146,45
8180,8700,60,35
8180,8720,321,249
8180,8740,370,290
8180,8760,368,280
8180,8780,369,302
8180,8800,445,380
8180,8820,466,424
8180,8840,507,432
8180,8860,586,540
8180,8880,652,587
8180,8900,768,699
8180,8920,919,791
8180,8940,1103,1005
8180,8960,1669,1455
8180,8980,1295,1185
8180,9000,1055,1000
8180,9020,817,761
8180,9040,640,627
8180,9060,319,285
8180,9080,108,29
8180,9100,45,19
8180,9120,31,15
8180,9140,68,16
8180,9160,30,12
8180,9180,77,20
8180,9200,35,15
8180,9220,34,16
8180,9240,72,21
8180,9260,96,42
8180,9280,113,27
8180,9300,114,19
8180,9320,145,35
8180,9340,163,32
8180,9360,71,19
8180,9380,53,16
8180,9400,36,12
8180,9420,126,59
8180,9440,154,64
8180,9460,133,34
8180,9480,212,45
8190,8700,74,32
8190,8720,317,267
8190,8740,361,262
8190,8760,378,310
8190,8780,395,314
8190,8800,449,418
8190,8820,475,408
8190,8840,508,441
8190,8860,536,472
8190,8880,618,549
8190,8900,695,643
8190,8920,805,676
8190,8940,935,891
8190,8960,1167,1078
8190,8980,1718,1502
8190,9000,1295,1282
8190,9020,952,893
8190,9040,741,711
8190,9060,320,291
8190,9080,87,35
8190,9100,32,17
8190,9120,23,11
8190,9140,24,16
8190,9160,35,17
8190,9180,74,18
8190,9200,29,13
8190,9220,48,22
8190,9240,8,7
8190,9260,99,23
8190,9280,120,29
8190,9300,83,29
8190,9320,143,31
8190,9340,112,20
8190,9360,146,26
8190,9380,80,17
8190,9400,69,21
8190,9420,68,20
8190,9440,66,25
8190,9460,104,32
8190,9480,141,50
8200,8700,47,17
8200,8720,264,209
8200,8740,334,271
8200,8760,349,299
8200,8780,367,314
8200,8800,405,362
8200,8820,444,381
8200,8840,480,395
8200,8860,525,474
8200,8880,568,511
8200,8900,669,644
8200,8920,704,575
8200,8940,855,760
8200,8960,1032,987
8200,8980,1363,1301
8200,9000,1578,1569
8200,9020,1086,979
8200,9040,794,747
8200,9060,340,325
8200,9080,74,24
8200,9100,36,23
8200,9120,17,12
8200,9140,8,8
8200,9160,48,19
8200,9180,122,46
8200,9200,73,19
