mapillary_sequence,query_idx,anchor_idx,method,num_matches,num_inliers,lat,lon,compass_deg,anchor_lat,anchor_lon,status
5kb1M1svQmCdlwVYX6iP4Q,1109672756221448,11350,lidar,1348,1010,41.903971396764845,12.51561700376275,112.90861018759314,41.90394098730632,12.515676405673824,success
5kb1M1svQmCdlwVYX6iP4Q,1109672756221448,11360,lidar,1695,1060,41.9039907137732,12.515635694119558,112.63076638441296,41.90397019092206,12.515660119867864,success
5kb1M1svQmCdlwVYX6iP4Q,1109672756221448,11340,lidar,1022,656,41.903958425846206,12.515595686211281,113.44086235246598,41.90391305433668,12.515692336793045,success
5kb1M1svQmCdlwVYX6iP4Q,1174594599653820,11300,lidar,947,691,41.90386119299092,12.515659308661691,116.06856080824276,41.90381619125013,12.515751021677644,success
5kb1M1svQmCdlwVYX6iP4Q,1174594599653820,11290,lidar,802,584,41.903836288125554,12.515654700960189,116.75274022510844,41.90379589840581,12.515764011861588,success
5kb1M1svQmCdlwVYX6iP4Q,1174594599653820,11320,lidar,1152,611,41.90386418398653,12.515706110710214,114.8662990732748,41.90386150817196,12.515722731780505,success
5kb1M1svQmCdlwVYX6iP4Q,1377418535966792,11420,lidar,850,493,41.904152631983806,12.515570382923135,112.5799250347002,41.90415834070341,12.515556743507736,success
5kb1M1svQmCdlwVYX6iP4Q,1377418535966792,11410,lidar,767,496,41.904130402083624,12.515570609883243,112.48240448105156,41.904126747677374,12.515574102952112,success
5kb1M1svQmCdlwVYX6iP4Q,1377418535966792,11390,lidar,767,479,41.904071795273026,12.515567164598998,111.82778570728648,41.90406296759896,12.515608839616537,success
5kb1M1svQmCdlwVYX6iP4Q,157569956210813,11240,lidar,1881,1805,41.903710357240485,12.515801444947682,118.09930345365898,41.9037037803466,12.515827891064294,success
5kb1M1svQmCdlwVYX6iP4Q,157569956210813,11230,lidar,1583,1327,41.903703008955986,12.515774762012658,117.99458763027546,41.903685335370966,12.515840860405788,success
5kb1M1svQmCdlwVYX6iP4Q,157569956210813,11250,lidar,1974,1519,41.90371953753973,12.515809682536606,118.00883631626117,41.9037221249346,12.515814569272113,success
5kb1M1svQmCdlwVYX6iP4Q,171491288216656,11470,lidar,456,349,41.90433080614805,12.515161895608966,107.47157260422422,41.90430646719757,12.51547856934654,success
5kb1M1svQmCdlwVYX6iP4Q,171491288216656,11460,lidar,421,315,41.90432988486568,12.515126979316102,110.55000522893152,41.90427855896843,12.515491076787198,success
5kb1M1svQmCdlwVYX6iP4Q,171491288216656,11450,lidar,409,282,41.90426730620258,12.515132745153437,111.55837425333742,41.90424978799856,12.515506242095764,success
5kb1M1svQmCdlwVYX6iP4Q,209013120753961,11470,lidar,316,248,41.9043520147305,12.515069828839076,107.47157260422422,41.90430646719757,12.51547856934654,success
5kb1M1svQmCdlwVYX6iP4Q,209013120753961,11460,lidar,313,211,41.90435101204712,12.515066792032513,110.55000522893152,41.90427855896843,12.515491076787198,success
5kb1M1svQmCdlwVYX6iP4Q,209013120753961,11450,lidar,297,173,41.90460117582108,12.515261414030585,111.55837425333742,41.90424978799856,12.515506242095764,success
5kb1M1svQmCdlwVYX6iP4Q,284090313198316,11460,lidar,704,536,41.90434485301968,12.515286897207432,110.55000522893152,41.90427855896843,12.515491076787198,success
5kb1M1svQmCdlwVYX6iP4Q,284090313198316,11450,lidar,622,497,41.90435425460719,12.515245977288497,111.55837425333742,41.90424978799856,12.515506242095764,success
5kb1M1svQmCdlwVYX6iP4Q,284090313198316,11470,lidar,668,459,41.90437172377797,12.515241264992575,107.47157260422422,41.90430646719757,12.51547856934654,success
5kb1M1svQmCdlwVYX6iP4Q,3001109120169205,11380,lidar,135,34,41.903924818825566,12.516797758299369,112.06797658876508,41.904031248776654,12.515626166380084,success
5kb1M1svQmCdlwVYX6iP4Q,3001109120169205,11340,lidar,101,29,nan,nan,113.44086235246598,41.90391305433668,12.515692336793045,fail
5kb1M1svQmCdlwVYX6iP4Q,3001109120169205,11390,lidar,158,35,41.90392791800607,12.516419276468724,111.82778570728648,41.90406296759896,12.515608839616537,success
5kb1M1svQmCdlwVYX6iP4Q,300200548233014,11360,lidar,1789,1268,41.90397257100058,12.51568474208923,112.63076638441296,41.90397019092206,12.515660119867864,success
5kb1M1svQmCdlwVYX6iP4Q,300200548233014,11350,lidar,1614,1046,41.903953928305945,12.5156673171604,112.90861018759314,41.90394098730632,12.515676405673824,success
5kb1M1svQmCdlwVYX6iP4Q,300200548233014,11320,lidar,806,480,41.903903030262384,12.515601278275128,114.8662990732748,41.90386150817196,12.515722731780505,success
5kb1M1svQmCdlwVYX6iP4Q,308804654043934,11340,lidar,133,26,nan,nan,113.44086235246598,41.90391305433668,12.515692336793045,fail
5kb1M1svQmCdlwVYX6iP4Q,308804654043934,11380,lidar,62,17,nan,nan,112.06797658876508,41.904031248776654,12.515626166380084,fail
5kb1M1svQmCdlwVYX6iP4Q,308804654043934,11400,lidar,94,21,41.90384127585606,12.516646156476293,112.12956904852166,41.90409481885108,12.515591899214591,success
5kb1M1svQmCdlwVYX6iP4Q,323224029233485,11430,lidar,1443,983,41.904207707392025,12.515519904525833,112.303840226878,41.90418951099185,12.515539095884597,success
5kb1M1svQmCdlwVYX6iP4Q,323224029233485,11440,lidar,1641,1217,41.90422750114028,12.515540722203731,111.91566036324068,41.90422000540833,12.515522348790425,success
5kb1M1svQmCdlwVYX6iP4Q,323224029233485,11420,lidar,1138,789,41.904198249835254,12.515479440278,112.5799250347002,41.90415834070341,12.515556743507736,success
5kb1M1svQmCdlwVYX6iP4Q,452408572533828,11460,lidar,846,680,41.90428377794021,12.515422962458603,110.55000522893152,41.90427855896843,12.515491076787198,success
5kb1M1svQmCdlwVYX6iP4Q,452408572533828,11470,lidar,916,659,41.904342901044245,12.51540356305135,107.47157260422422,41.90430646719757,12.51547856934654,success
5kb1M1svQmCdlwVYX6iP4Q,452408572533828,11450,lidar,685,495,41.90427451630155,12.515231555271479,111.55837425333742,41.90424978799856,12.515506242095764,success
5kb1M1svQmCdlwVYX6iP4Q,769642790366382,11230,lidar,1751,1542,41.90369375214837,12.515809051848969,117.99458763027546,41.903685335370966,12.515840860405788,success
5kb1M1svQmCdlwVYX6iP4Q,769642790366382,11240,lidar,1933,1518,41.90370348465162,12.515819507115957,118.09930345365898,41.9037037803466,12.515827891064294,success
5kb1M1svQmCdlwVYX6iP4Q,769642790366382,11220,lidar,1384,1146,41.90368776121427,12.515783670511917,117.96818545553688,41.903666710624265,12.515854072539796,success
5kb1M1svQmCdlwVYX6iP4Q,773050813599916,11380,lidar,736,477,41.90404679852735,12.515614767365836,112.06797658876508,41.904031248776654,12.515626166380084,success
5kb1M1svQmCdlwVYX6iP4Q,773050813599916,11360,lidar,614,341,41.90399069126813,12.515582048978182,112.63076638441296,41.90397019092206,12.515660119867864,success
5kb1M1svQmCdlwVYX6iP4Q,773050813599916,11370,lidar,713,416,41.90404250080855,12.51557952698065,112.34519253298608,41.90400032241444,12.515643253657178,success
5kb1M1svQmCdlwVYX6iP4Q,781872275795007,11270,lidar,1123,842,41.90378242235028,12.515724762396601,117.4090284490828,41.90375871474993,12.515788976891322,success
