anchor_idx,query_idx,num_matches,num_inliers
700,20650,418,356
700,20700,349,277
700,20750,399,355
700,20800,157,96
700,20850,291,234
700,20900,272,222
700,20950,259,204
700,21000,225,201
700,21050,182,159
700,21100,175,148
700,21150,177,141
700,21200,231,185
700,21250,183,146
750,20000,695,620
750,20050,799,715
750,20100,982,916
750,20150,1291,1163
750,20200,1652,1420
750,20250,1250,1065
750,20300,1012,881
750,20350,829,766
750,20400,703,624
750,20450,657,539
750,20500,614,517
750,20550,552,518
750,20600,525,409
750,20650,453,324
750,20700,360,315
750,20750,383,315
750,20800,210,134
750,20850,322,271
750,20900,291,234
750,20950,280,220
750,21000,258,203
750,21050,172,136
750,21100,208,162
750,21150,223,169
750,21200,243,190
750,21250,178,148
800,20000,656,598
800,20050,746,705
800,20100,849,773
800,20150,993,869
800,20200,1355,1145
800,20250,1412,1235
800,20300,1228,1163
800,20350,966,879
800,20400,780,756
800,20450,729,706
800,20500,649,548
800,20550,577,509
800,20600,526,445
800,20650,453,394
800,20700,369,301
800,20750,393,329
800,20800,227,147
800,20850,290,215
800,20900,291,238
800,20950,296,243
800,21000,291,238
800,21050,237,214
800,21100,240,205
800,21150,243,193
800,21200,255,223
800,21250,189,154
850,20000,676,604
850,20050,676,591
850,20100,766,666
850,20150,794,738
850,20200,983,927
850,20250,1167,999
850,20300,1439,1309
850,20350,1094,1040
850,20400,946,825
850,20450,818,688
850,20500,719,674
850,20550,632,516
850,20600,610,520
850,20650,506,408
850,20700,456,338
850,20750,437,348
850,20800,241,167
850,20850,341,286
850,20900,300,241
850,20950,317,259
850,21000,308,283
850,21050,273,254
850,21100,295,258
850,21150,286,222
850,21200,259,234
850,21250,206,179
900,20000,601,560
900,20050,631,504
900,20100,723,631
900,20150,774,645
900,20200,956,798
900,20250,1022,986
900,20300,1302,1141
900,20350,1460,1239
900,20400,1195,1152
900,20450,987,865
900,20500,867,748
900,20550,715,615
900,20600,674,566
900,20650,556,433
900,20700,427,382
900,20750,446,374
900,20800,276,199
900,20850,345,266
900,20900,313,263
900,20950,333,268
900,21000,311,276
900,21050,258,215
900,21100,261,212
900,21150,259,204
900,21200,282,213
900,21250,224,188
950,20000,472,417
950,20050,500,467
950,20100,581,518
950,20150,651,560
950,20200,762,647
950,20250,854,754
