mapillary_sequence,query_idx,anchor_idx,method,num_matches,num_inliers,lat,lon,compass_deg,anchor_lat,anchor_lon,status
S0kbYi8VQ_WxGBZSOrY3Wg,155802506495884,40250,lidar,941,801,41.906161370083844,12.481677111683863,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,158998502845419,40850,lidar,308,176,41.90654826696248,12.481079917047104,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,158998502845419,40750,lidar,248,163,41.90663535294824,12.48151719009586,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,158998502845419,40700,lidar,246,147,41.90663034640291,12.481660069784171,130.02928047174416,41.90627722498521,12.481562576336035,success
S0kbYi8VQ_WxGBZSOrY3Wg,1605655822966617,40850,lidar,276,155,nan,nan,119.670541657643,41.90632991462373,12.48151570723808,fail
S0kbYi8VQ_WxGBZSOrY3Wg,1605655822966617,40750,lidar,217,113,nan,nan,125.92603825333052,41.906294788970655,12.48154639659766,fail
S0kbYi8VQ_WxGBZSOrY3Wg,1605655822966617,40500,lidar,182,105,nan,nan,133.13578516939262,41.906213839352745,12.48163977596886,fail
S0kbYi8VQ_WxGBZSOrY3Wg,1637329949801221,40400,lidar,1824,1367,41.90618325847113,12.481685989986733,131.9331284769227,41.906181190345045,12.481677289493923,success
S0kbYi8VQ_WxGBZSOrY3Wg,1637329949801221,40350,lidar,1467,1135,41.90617341813421,12.48163519069821,133.10464620566827,41.90616548215163,12.48169626732725,success
S0kbYi8VQ_WxGBZSOrY3Wg,1637329949801221,40200,lidar,1142,995,41.906166153904095,12.481629000464944,131.84490637584256,41.90611741616384,12.481752692540327,success
S0kbYi8VQ_WxGBZSOrY3Wg,164839588899374,38600,lidar,1550,1287,41.90563739786336,12.482259049669956,136.69913579122866,41.90563610214105,12.482337865499243,success
S0kbYi8VQ_WxGBZSOrY3Wg,164839588899374,38650,lidar,1552,1184,41.90564019134534,12.482255351634905,135.0072090808237,41.9056501916127,12.482319086606909,success
S0kbYi8VQ_WxGBZSOrY3Wg,164839588899374,38500,lidar,1237,946,41.90563005873125,12.482259099808148,133.40743667404368,41.90560974585739,12.48237535329046,success
S0kbYi8VQ_WxGBZSOrY3Wg,169284061674489,40450,lidar,741,644,41.9063655635344,12.48159155534554,133.13313715035233,41.90619729182358,12.481658740546958,success
S0kbYi8VQ_WxGBZSOrY3Wg,169284061674489,40250,lidar,792,638,41.90616951469008,12.48169901787183,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,169284061674489,40850,lidar,1522,910,41.90634071558295,12.481559109095773,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,169439518322087,37850,lidar,837,671,41.90540342235115,12.482533898687228,121.54278359729742,41.90540636948586,12.482579656909616,success
S0kbYi8VQ_WxGBZSOrY3Wg,169439518322087,37700,lidar,715,571,41.905288093539184,12.482685299226535,118.5984049618151,41.90535486752946,12.48261377354808,success
S0kbYi8VQ_WxGBZSOrY3Wg,169439518322087,37900,lidar,798,597,41.90542658131134,12.482564646063388,119.22756012921371,41.90542516274867,12.48256884864628,success
S0kbYi8VQ_WxGBZSOrY3Wg,173547701231029,40850,lidar,939,804,41.906428976272124,12.481538729323992,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,173547701231029,40800,lidar,723,624,41.906422683032666,12.481524727803297,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,173547701231029,40900,lidar,742,631,41.90641123546729,12.48150150666817,108.87821552396176,41.90634827131481,12.48150239944767,success
S0kbYi8VQ_WxGBZSOrY3Wg,174480551218092,39000,lidar,1840,1681,41.90574191138925,12.482170290272594,133.47887901493343,41.9057387392806,12.482181313113454,success
S0kbYi8VQ_WxGBZSOrY3Wg,174480551218092,39050,lidar,1914,1663,41.905741214851105,12.482134888396503,135.06493979214252,41.90575302852018,12.48216068009821,success
S0kbYi8VQ_WxGBZSOrY3Wg,174480551218092,38900,lidar,1238,1098,41.905735547048664,12.482128231624587,140.93455774012523,41.90571169771593,12.482219411822356,success
S0kbYi8VQ_WxGBZSOrY3Wg,1755934427900869,39550,lidar,1915,1544,41.90591430029182,12.481990355612359,130.40689313109465,41.90591072919048,12.481984863219134,success
S0kbYi8VQ_WxGBZSOrY3Wg,1755934427900869,39600,lidar,1912,1545,41.905919816257665,12.481993306147986,130.16377310498288,41.90592628968545,12.481967509444548,success
S0kbYi8VQ_WxGBZSOrY3Wg,1755934427900869,39450,lidar,1309,1230,41.90589685227818,12.48193358263508,128.44123532456646,41.90587835548994,12.482019391113017,success
S0kbYi8VQ_WxGBZSOrY3Wg,176958570975681,40850,lidar,728,600,41.90646636685304,12.481453621584881,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,176958570975681,40800,lidar,585,457,41.90650452933139,12.481494889566738,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,176958570975681,40900,lidar,517,447,41.906514152935124,12.481448293989496,108.87821552396176,41.90634827131481,12.48150239944767,success
S0kbYi8VQ_WxGBZSOrY3Wg,177630180901961,40250,lidar,1209,1038,41.90615500088366,12.481632341700992,133.26308074073478,41.906133444770205,12.481734041303518,success
S0kbYi8VQ_WxGBZSOrY3Wg,177630180901961,40150,lidar,1136,942,41.90613354167862,12.481623588340653,129.00611938954975,41.90610062311436,12.481769235259394,success
S0kbYi8VQ_WxGBZSOrY3Wg,177630180901961,40200,lidar,1147,909,41.90613932704488,12.481737794907923,131.84490637584256,41.90611741616384,12.481752692540327,success
S0kbYi8VQ_WxGBZSOrY3Wg,180614887260725,37450,lidar,655,506,41.90522852548599,12.482689974845407,114.07414138706628,41.90526777039035,12.482668042696654,success
S0kbYi8VQ_WxGBZSOrY3Wg,180614887260725,37350,lidar,543,368,41.905189708017836,12.482655442741526,115.873601050153,41.905232272411176,12.482689372371052,success
S0kbYi8VQ_WxGBZSOrY3Wg,180614887260725,37300,lidar,467,346,41.905148166043304,12.482633325104317,116.16488246015692,41.905215086151614,12.482700516018408,success
S0kbYi8VQ_WxGBZSOrY3Wg,186136253368839,40850,lidar,281,203,41.90621561087408,12.481140691096021,119.670541657643,41.90632991462373,12.48151570723808,success
S0kbYi8VQ_WxGBZSOrY3Wg,186136253368839,40750,lidar,270,163,41.9065805071435,12.481401748531075,125.92603825333052,41.906294788970655,12.48154639659766,success
S0kbYi8VQ_WxGBZSOrY3Wg,186136253368839,40800,lidar,244,125,41.90655527801875,12.4814635047938,120.43008621603651,41.90631246961758,12.481530706222156,success
S0kbYi8VQ_WxGBZSOrY3Wg,1873006279565335,38550,lidar,1603,1360,41.90561028586506,12.482276073819355,136.21109519730916,41.90562268975243,12.482355790093358,success
S0kbYi8VQ_WxGBZSOrY3Wg,1873006279565335,38500,lidar,1463,1143,41.905608451421664,12.482307109183242,133.40743667404368,41.90560974585739,12.48237535329046,success
S0kbYi8VQ_WxGBZSOrY3Wg,1873006279565335,38600,lidar,1710,1489,41.90562049807902,12.48227976372099,136.69913579122866,41.90563610214105,12.482337865499243,success
S0kbYi8VQ_WxGBZSOrY3Wg,191106976197355,39750,lidar,1553,1097,41.905983777241815,12.481855568040421,132.8420758007996,41.90597269649964,12.481912587088676,success
S0kbYi8VQ_WxGBZSOrY3Wg,191106976197355,39800,lidar,1730,1257,41.90598710868286,12.481861959194076,131.2540837580295,41.90598875008715,12.481894371784977,success
